value	HGNC ID
TLCD2	HGNC:33522
TLCD3A	HGNC:29646
TLCD3B	HGNC:25295
TLCD4	HGNC:26477
TLCD4-RWDD3	HGNC:49388
TLCD5	HGNC:28280
TLDC2	HGNC:16112
TLE1	HGNC:11837
TLE1-DT	HGNC:55701
TLE1P1	HGNC:39438
TLE2	HGNC:11838
TLE3	HGNC:11839
TLE4	HGNC:11840
TLE5	HGNC:307
TLE6	HGNC:30788
TLE7	HGNC:53648
TLK1	HGNC:11841
TLK1P1	HGNC:28608
TLK2	HGNC:11842
TLK2P1	HGNC:18048
TLK2P2	HGNC:22227
TLL1	HGNC:11843
TLL2	HGNC:11844
TLN1	HGNC:11845
TLN2	HGNC:15447
TLNRD1	HGNC:13519
TLR1	HGNC:11847
TLR2	HGNC:11848
TLR3	HGNC:11849
TLR4	HGNC:11850
TLR5	HGNC:11851
TLR6	HGNC:16711
TLR7	HGNC:15631
TLR8	HGNC:15632
TLR8-AS1	HGNC:40720
TLR9	HGNC:15633
TLR10	HGNC:15634
TLR12P	HGNC:31754
TLX1	HGNC:5056
TLX1NB	HGNC:37183
TLX2	HGNC:5057
TLX3	HGNC:13532
TM2D1	HGNC:24142
TM2D2	HGNC:24127
TM2D3	HGNC:24128
TM4SF1	HGNC:11853
TM4SF1-AS1	HGNC:40587
TM4SF4	HGNC:11856
TM4SF5	HGNC:11857
TM4SF18	HGNC:25181
TM4SF18-AS1	HGNC:56678
TM4SF19	HGNC:25167
TM4SF19-AS1	HGNC:41085
TM4SF19-DYNLT2B	HGNC:49190
TM4SF20	HGNC:26230
TM6SF1	HGNC:11860
TM6SF2	HGNC:11861
TM7SF2	HGNC:11863
TM7SF3	HGNC:23049
TM9SF1	HGNC:11864
TM9SF2	HGNC:11865
TM9SF3	HGNC:21529
TM9SF4	HGNC:30797
TM9SF5P	HGNC:55623
TMA7	HGNC:26932
TMA7B	HGNC:53893
TMA16	HGNC:25638
TMA16P1	HGNC:43780
TMA16P2	HGNC:43781
TMBIM1	HGNC:23410
TMBIM4	HGNC:24257
TMBIM6	HGNC:11723
TMBIM7P	HGNC:49212
TMC1	HGNC:16513
TMC2	HGNC:16527
TMC3	HGNC:22995
TMC3-AS1	HGNC:51424
TMC4	HGNC:22998
TMC5	HGNC:22999
TMC6	HGNC:18021
TMC7	HGNC:23000
TMC8	HGNC:20474
TMCC1	HGNC:29116
TMCC1-DT	HGNC:49060
TMCC1P1	HGNC:31901
TMCC2	HGNC:24239
TMCC2-AS1	HGNC:41042
TMCC3	HGNC:29199
TMCO1	HGNC:18188
TMCO1-AS1	HGNC:54046
TMCO2	HGNC:23312
TMCO3	HGNC:20329
TMCO4	HGNC:27393
TMCO5A	HGNC:28558
TMCO5B	HGNC:34243
TMCO6	HGNC:28814
TMDD1	HGNC:53646
TMED1	HGNC:17291
TMED2	HGNC:16996
TMED2-DT	HGNC:53346
TMED2P1	HGNC:56425
TMED3	HGNC:28889
TMED4	HGNC:22301
TMED5	HGNC:24251
TMED6	HGNC:28331
TMED7	HGNC:24253
TMED7-TICAM2	HGNC:33945
TMED8	HGNC:18633
TMED9	HGNC:24878
TMED10	HGNC:16998
TMED10P1	HGNC:30754
TMED10P2	HGNC:38105
TMED11P	HGNC:35401
TMEFF1	HGNC:11866
TMEFF2	HGNC:11867
TMEM8B	HGNC:21427
TMEM9	HGNC:18823
TMEM9B	HGNC:1168
TMEM9B-AS1	HGNC:19230
TMEM11	HGNC:16823
TMEM11-DT	HGNC:55671
TMEM14A	HGNC:21076
TMEM14B	HGNC:21384
TMEM14B-DT	HGNC:55230
TMEM14C	HGNC:20952
TMEM14DP	HGNC:15660
TMEM14EP	HGNC:34386
TMEM17	HGNC:26623
TMEM18	HGNC:25257
TMEM18-DT	HGNC:54481
TMEM19	HGNC:25605
TMEM25	HGNC:25890
TMEM26	HGNC:28550
TMEM26-AS1	HGNC:51209
TMEM30A	HGNC:16667
TMEM30A-DT	HGNC:48985
TMEM30B	HGNC:27254
TMEM30BP1	HGNC:55058
TMEM30CP	HGNC:30443
TMEM31	HGNC:28601
TMEM33	HGNC:25541
TMEM35A	HGNC:25864
TMEM35B	HGNC:40021
TMEM37	HGNC:18216
TMEM38A	HGNC:28462
TMEM38B	HGNC:25535
TMEM38BP1	HGNC:56587
TMEM39A	HGNC:25600
TMEM39B	HGNC:25510
TMEM40	HGNC:25620
TMEM41A	HGNC:30544
TMEM41B	HGNC:28948
TMEM42	HGNC:28444
TMEM43	HGNC:28472
TMEM44	HGNC:25120
TMEM44-AS1	HGNC:44272
TMEM44-AS2	HGNC:41082
TMEM45A	HGNC:25480
TMEM45B	HGNC:25194
TMEM47	HGNC:18515
TMEM50A	HGNC:30590
TMEM50B	HGNC:1280
TMEM51	HGNC:25488
TMEM51-AS1	HGNC:26301
TMEM51-AS2	HGNC:32332
TMEM52	HGNC:27916
TMEM52B	HGNC:26438
TMEM53	HGNC:26186
TMEM54	HGNC:24143
TMEM59	HGNC:1239
TMEM59L	HGNC:13237
TMEM60	HGNC:21754
TMEM61	HGNC:27296
TMEM62	HGNC:26269
TMEM63A	HGNC:29118
TMEM63B	HGNC:17735
TMEM63C	HGNC:23787
TMEM64	HGNC:25441
TMEM65	HGNC:25203
TMEM67	HGNC:28396
TMEM68	HGNC:26510
TMEM69	HGNC:28035
TMEM70	HGNC:26050
TMEM71	HGNC:26572
TMEM72	HGNC:31658
TMEM72-AS1	HGNC:27349
TMEM74	HGNC:26409
TMEM74B	HGNC:15893
TMEM78	HGNC:32307
TMEM79	HGNC:28196
TMEM80	HGNC:27453
TMEM81	HGNC:32349
TMEM82	HGNC:32350
TMEM86A	HGNC:26890
TMEM86B	HGNC:28448
TMEM87A	HGNC:24522
TMEM87B	HGNC:25913
TMEM88	HGNC:32371
TMEM88B	HGNC:37099
TMEM89	HGNC:32372
TMEM91	HGNC:32393
TMEM92	HGNC:26579
TMEM92-AS1	HGNC:50442
TMEM94	HGNC:28983
TMEM95	HGNC:27898
TMEM97	HGNC:28106
TMEM97P1	HGNC:39640
TMEM97P2	HGNC:39641
TMEM98	HGNC:24529
TMEM100	HGNC:25607
TMEM101	HGNC:28653
TMEM102	HGNC:26722
TMEM104	HGNC:25984
TMEM105	HGNC:26794
TMEM106A	HGNC:28288
TMEM106B	HGNC:22407
TMEM106C	HGNC:28775
TMEM107	HGNC:28128
TMEM108	HGNC:28451
TMEM108-AS1	HGNC:50307
TMEM109	HGNC:28771
TMEM109-DT	HGNC:55487
TMEM114	HGNC:33227
TMEM115	HGNC:30055
TMEM116	HGNC:25084
TMEM117	HGNC:25308
TMEM119	HGNC:27884
TMEM120A	HGNC:21697
TMEM120B	HGNC:32008
TMEM121	HGNC:20511
TMEM121B	HGNC:1844
TMEM123	HGNC:30138
TMEM123-DT	HGNC:55502
TMEM125	HGNC:28275
TMEM126A	HGNC:25382
TMEM126B	HGNC:30883
TMEM127	HGNC:26038
TMEM128	HGNC:28201
TMEM129	HGNC:25137
TMEM130	HGNC:25429
TMEM131	HGNC:30366
TMEM131L	HGNC:29146
TMEM132A	HGNC:31092
TMEM132B	HGNC:29397
TMEM132C	HGNC:25436
TMEM132D	HGNC:29411
TMEM132D-AS1	HGNC:27466
TMEM132D-AS2	HGNC:53324
TMEM132E	HGNC:26991
TMEM132E-DT	HGNC:34412
TMEM134	HGNC:26142
TMEM135	HGNC:26167
TMEM138	HGNC:26944
TMEM139	HGNC:22058
TMEM139-AS1	HGNC:40988
TMEM140	HGNC:21870
TMEM141	HGNC:28211
TMEM143	HGNC:25603
TMEM144	HGNC:25633
TMEM145	HGNC:26912
TMEM147	HGNC:30414
TMEM147-AS1	HGNC:51273
TMEM150A	HGNC:24677
TMEM150B	HGNC:34415
TMEM150C	HGNC:37263
TMEM151A	HGNC:28497
TMEM151B	HGNC:21315
TMEM154	HGNC:26489
TMEM156	HGNC:26260
TMEM158	HGNC:30293
TMEM160	HGNC:26042
TMEM161A	HGNC:26020
TMEM161B	HGNC:28483
TMEM161B-DT	HGNC:43839
TMEM161BP1	HGNC:44973
TMEM163	HGNC:25380
TMEM164	HGNC:26217
TMEM165	HGNC:30760
TMEM167A	HGNC:28330
TMEM167AP1	HGNC:23956
TMEM167AP2	HGNC:55999
TMEM167B	HGNC:30187
TMEM167B-DT	HGNC:55076
TMEM168	HGNC:25826
TMEM169	HGNC:25130
TMEM170A	HGNC:29577
TMEM170B	HGNC:34244
TMEM171	HGNC:27031
TMEM174	HGNC:28187
TMEM175	HGNC:28709
TMEM176A	HGNC:24930
TMEM176B	HGNC:29596
TMEM177	HGNC:28143
TMEM178A	HGNC:28517
TMEM178B	HGNC:44112
TMEM179	HGNC:20137
TMEM179B	HGNC:33744
TMEM181	HGNC:20958
TMEM182	HGNC:26391
TMEM183A	HGNC:20173
TMEM183AP1	HGNC:33458
TMEM183AP2	HGNC:56453
TMEM183AP3	HGNC:56454
TMEM183AP4	HGNC:56455
TMEM183AP5	HGNC:56456
TMEM183AP6	HGNC:56457
TMEM183BP	HGNC:33205
TMEM184A	HGNC:28797
TMEM184B	HGNC:1310
TMEM184C	HGNC:25587
TMEM184C-DT	HGNC:55544
TMEM184CP1	HGNC:55010
TMEM185A	HGNC:17125
TMEM185AP1	HGNC:31717
TMEM185B	HGNC:18896
TMEM186	HGNC:24530
TMEM187	HGNC:13705
TMEM190	HGNC:29632
TMEM191A	HGNC:25317
TMEM191B	HGNC:33600
TMEM191C	HGNC:33601
TMEM192	HGNC:26775
TMEM196	HGNC:22431
TMEM198	HGNC:33704
TMEM198B	HGNC:43629
TMEM199	HGNC:18085
TMEM200A	HGNC:21075
TMEM200B	HGNC:33785
TMEM200C	HGNC:37208
TMEM201	HGNC:33719
TMEM202	HGNC:33733
TMEM202-AS1	HGNC:53265
TMEM203	HGNC:28217
TMEM204	HGNC:14158
TMEM205	HGNC:29631
TMEM207	HGNC:33705
TMEM208	HGNC:25015
TMEM209	HGNC:21898
TMEM210	HGNC:34059
TMEM212	HGNC:34295
TMEM212-AS1	HGNC:41939
TMEM212-IT1	HGNC:41505
TMEM213	HGNC:27220
TMEM214	HGNC:25983
TMEM215	HGNC:33816
TMEM216	HGNC:25018
TMEM217	HGNC:21238
TMEM217B	HGNC:55922
TMEM218	HGNC:27344
TMEM219	HGNC:25201
TMEM220	HGNC:33757
TMEM220-AS1	HGNC:44357
TMEM221	HGNC:21943
TMEM222	HGNC:25363
TMEM223	HGNC:28464
TMEM225	HGNC:32390
TMEM225B	HGNC:53075
TMEM229A	HGNC:37279
TMEM229B	HGNC:20130
TMEM229BP1	HGNC:56580
TMEM230	HGNC:15876
TMEM230P1	HGNC:55043
TMEM230P2	HGNC:55044
TMEM231	HGNC:37234
TMEM231P1	HGNC:53870
TMEM232	HGNC:37270
TMEM233	HGNC:37219
TMEM234	HGNC:28837
TMEM235	HGNC:27563
TMEM236	HGNC:23473
TMEM237	HGNC:14432
TMEM238	HGNC:40042
TMEM238L	HGNC:44356
TMEM239	HGNC:40044
TMEM240	HGNC:25186
TMEM241	HGNC:31723
TMEM242	HGNC:17206
TMEM242-DT	HGNC:55260
TMEM243	HGNC:21707
TMEM244	HGNC:21571
TMEM245	HGNC:1363
TMEM246-AS1	HGNC:51191
TMEM247	HGNC:42967
TMEM248	HGNC:25476
TMEM248P1	HGNC:44053
TMEM249	HGNC:44155
TMEM250	HGNC:31009
TMEM252	HGNC:28537
TMEM252-DT	HGNC:54377
TMEM253	HGNC:32545
TMEM254	HGNC:25804
TMEM254-AS1	HGNC:27340
TMEM255A	HGNC:26086
TMEM255B	HGNC:28297
TMEM256	HGNC:28618
TMEM256-PLSCR3	HGNC:49186
TMEM256P1	HGNC:45087
TMEM256P2	HGNC:45088
TMEM258	HGNC:1164
TMEM258P1	HGNC:56321
TMEM258P2	HGNC:56322
TMEM259	HGNC:17039
TMEM260	HGNC:20185
TMEM262	HGNC:49389
TMEM263	HGNC:28281
TMEM263-DT	HGNC:55395
TMEM265	HGNC:51241
TMEM266	HGNC:26763
TMEM267	HGNC:26139
TMEM268	HGNC:24513
TMEM269	HGNC:52381
TMEM269-DT	HGNC:54423
TMEM270	HGNC:23018
TMEM271	HGNC:53639
TMEM272	HGNC:26737
TMEM273	HGNC:27274
TMEM274P	HGNC:53732
TMEM275	HGNC:53938
TMEM276	HGNC:56235
TMEM277P	HGNC:25050
TMF1	HGNC:11870
TMF1P1	HGNC:51353
TMIE	HGNC:30800
TMIGD1	HGNC:32431
TMIGD2	HGNC:28324
TMIGD3	HGNC:51375
TMLHE	HGNC:18308
TMLHE-AS1	HGNC:44261
TMLHEP1	HGNC:55622
TMOD1	HGNC:11871
TMOD2	HGNC:11872
TMOD3	HGNC:11873
TMOD4	HGNC:11874
TMPO	HGNC:11875
TMPO-AS1	HGNC:44158
TMPOP1	HGNC:21364
TMPOP2	HGNC:50860
TMPPE	HGNC:33865
TMPRSS2	HGNC:11876
TMPRSS3	HGNC:11877
TMPRSS4	HGNC:11878
TMPRSS5	HGNC:14908
TMPRSS6	HGNC:16517
TMPRSS7	HGNC:30846
TMPRSS9	HGNC:30079
TMPRSS11A	HGNC:27954
TMPRSS11B	HGNC:25398
TMPRSS11BNL	HGNC:37262
TMPRSS11CP	HGNC:31934
TMPRSS11D	HGNC:24059
TMPRSS11E	HGNC:24465
TMPRSS11F	HGNC:29994
TMPRSS11GP	HGNC:42983
TMPRSS12	HGNC:28779
TMPRSS13	HGNC:29808
TMPRSS15	HGNC:9490
TMSB4X	HGNC:11881
TMSB4XP1	HGNC:11883
TMSB4XP2	HGNC:11884
TMSB4XP3	HGNC:38587
TMSB4XP4	HGNC:11886
TMSB4XP5	HGNC:11887
TMSB4XP6	HGNC:11888
TMSB4XP7	HGNC:11889
TMSB4XP8	HGNC:11885
TMSB4Y	HGNC:11882
TMSB10	HGNC:11879
TMSB10P1	HGNC:41949
TMSB10P2	HGNC:41950
TMSB15A	HGNC:30744
TMSB15B	HGNC:28612
TMSB15B-AS1	HGNC:53858
TMSB15C	HGNC:55173
TMTC1	HGNC:24099
TMTC2	HGNC:25440
TMTC3	HGNC:26899
TMTC4	HGNC:25904
TMUB1	HGNC:21709
TMUB2	HGNC:28459
TMX1	HGNC:15487
TMX2	HGNC:30739
TMX2-CTNND1	HGNC:41992
TMX2P1	HGNC:49916
TMX3	HGNC:24718
TMX4	HGNC:25237
TMX4-AS1	HGNC:55788
TNC	HGNC:5318
TNF	HGNC:11892
TNFAIP1	HGNC:11894
TNFAIP2	HGNC:11895
TNFAIP3	HGNC:11896
TNFAIP6	HGNC:11898
TNFAIP8	HGNC:17260
TNFAIP8L1	HGNC:28279
TNFAIP8L2	HGNC:26277
TNFAIP8L3	HGNC:20620
TNFRSF1A	HGNC:11916
TNFRSF1B	HGNC:11917
TNFRSF4	HGNC:11918
TNFRSF6B	HGNC:11921
TNFRSF8	HGNC:11923
TNFRSF9	HGNC:11924
TNFRSF10A	HGNC:11904
TNFRSF10A-AS1	HGNC:53164
TNFRSF10A-DT	HGNC:52647
TNFRSF10B	HGNC:11905
TNFRSF10C	HGNC:11906
TNFRSF10D	HGNC:11907
TNFRSF11A	HGNC:11908
TNFRSF11B	HGNC:11909
TNFRSF12A	HGNC:18152
TNFRSF13B	HGNC:18153
TNFRSF13C	HGNC:17755
TNFRSF14	HGNC:11912
TNFRSF14-AS1	HGNC:26966
TNFRSF17	HGNC:11913
TNFRSF18	HGNC:11914
TNFRSF19	HGNC:11915
TNFRSF21	HGNC:13469
TNFRSF25	HGNC:11910
TNFSF4	HGNC:11934
TNFSF8	HGNC:11938
TNFSF9	HGNC:11939
TNFSF10	HGNC:11925
TNFSF11	HGNC:11926
TNFSF12	HGNC:11927
TNFSF12-TNFSF13	HGNC:33537
TNFSF13	HGNC:11928
TNFSF13B	HGNC:11929
TNFSF14	HGNC:11930
TNFSF15	HGNC:11931
TNFSF18	HGNC:11932
TNIK	HGNC:30765
TNIP1	HGNC:16903
TNIP2	HGNC:19118
TNIP2P1	HGNC:54936
TNIP3	HGNC:19315
TNK1	HGNC:11940
TNK2	HGNC:19297
TNK2-AS1	HGNC:49093
TNKS	HGNC:11941
TNKS1BP1	HGNC:19081
TNKS2	HGNC:15677
TNKS2-DT	HGNC:45173
TNMD	HGNC:17757
TNN	HGNC:22942
TNNC1	HGNC:11943
TNNC2	HGNC:11944
TNNI1	HGNC:11945
TNNI2	HGNC:11946
TNNI3	HGNC:11947
TNNI3K	HGNC:19661
TNNT1	HGNC:11948
TNNT2	HGNC:11949
TNNT3	HGNC:11950
TNP1	HGNC:11951
TNP2	HGNC:11952
TNPO1	HGNC:6401
TNPO1-DT	HGNC:40328
TNPO1P1	HGNC:45120
TNPO1P2	HGNC:45121
TNPO1P3	HGNC:50718
TNPO2	HGNC:19998
TNPO3	HGNC:17103
TNPO3P1	HGNC:55053
TNR	HGNC:11953
TNR-IT1	HGNC:41391
TNRC6A	HGNC:11969
TNRC6B	HGNC:29190
TNRC6B-DT	HGNC:55373
TNRC6C	HGNC:29318
TNRC17	HGNC:11961
TNRC18	HGNC:11962
TNRC18P1	HGNC:43881
TNRC18P2	HGNC:34014
TNRC18P3	HGNC:34015
TNS1	HGNC:11973
TNS1-AS1	HGNC:40589
TNS2	HGNC:19737
TNS2-AS1	HGNC:27464
TNS3	HGNC:21616
TNS4	HGNC:24352
TNXA	HGNC:11975
TNXB	HGNC:11976
TOB1	HGNC:11979
TOB1-AS1	HGNC:44340
TOB2	HGNC:11980
TOB2P1	HGNC:13986
TODL	HGNC:56636
TOE1	HGNC:15954
TOGARAM1	HGNC:19959
TOGARAM2	HGNC:33715
TOLLIP	HGNC:16476
TOLLIP-DT	HGNC:27403
TOM1	HGNC:11982
TOM1L1	HGNC:11983
TOM1L2	HGNC:11984
TOMM5	HGNC:31369
TOMM6	HGNC:34528
TOMM7	HGNC:21648
TOMM20	HGNC:20947
TOMM20L	HGNC:33752
TOMM20L-DT	HGNC:55443
TOMM20P1	HGNC:50518
TOMM20P2	HGNC:50519
TOMM20P3	HGNC:50520
TOMM20P4	HGNC:50522
TOMM22	HGNC:18002
TOMM22P1	HGNC:38736
TOMM22P2	HGNC:38737
TOMM22P3	HGNC:38739
TOMM22P4	HGNC:38740
TOMM22P5	HGNC:38741
TOMM22P6	HGNC:38742
TOMM34	HGNC:15746
TOMM40	HGNC:18001
TOMM40L	HGNC:25756
TOMM40P1	HGNC:54623
TOMM40P2	HGNC:54624
TOMM40P3	HGNC:54632
TOMM40P4	HGNC:54633
TOMM70	HGNC:11985
TOMT	HGNC:55527
TONSL	HGNC:7801
TONSL-AS1	HGNC:51556
TOP1	HGNC:11986
TOP1MT	HGNC:29787
TOP1P1	HGNC:11987
TOP1P2	HGNC:11988
TOP2A	HGNC:11989
TOP2B	HGNC:11990
TOP3A	HGNC:11992
TOP3B	HGNC:11993
TOP3BP1	HGNC:11994
TOPAZ1	HGNC:24746
TOPBP1	HGNC:17008
TOPORS	HGNC:21653
TOPORSLP	HGNC:50276
TOR1A	HGNC:3098
TOR1AIP1	HGNC:29456
TOR1AIP2	HGNC:24055
TOR1B	HGNC:11995
TOR1BP1	HGNC:54599
TOR2A	HGNC:11996
TOR3A	HGNC:11997
TOR4A	HGNC:25981
TOX	HGNC:18988
TOX-DT	HGNC:55935
TOX2	HGNC:16095
TOX3	HGNC:11972
TOX4	HGNC:20161
TOX4P1	HGNC:44009
TP53	HGNC:11998
TP53AIP1	HGNC:29984
TP53BP1	HGNC:11999
TP53BP2	HGNC:12000
TP53BP2P1	HGNC:16328
TP53COR1	HGNC:43652
TP53I3	HGNC:19373
TP53I11	HGNC:16842
TP53I13	HGNC:25102
TP53INP1	HGNC:18022
TP53INP2	HGNC:16104
TP53RK	HGNC:16197
TP53RK-DT	HGNC:55243
TP53TG1	HGNC:17026
TP53TG3	HGNC:30759
TP53TG3B	HGNC:37202
TP53TG3C	HGNC:42962
TP53TG3D	HGNC:44657
TP53TG3E	HGNC:51816
TP53TG3F	HGNC:51817
TP53TG3GP	HGNC:51818
TP53TG3HP	HGNC:51819
TP53TG5	HGNC:15856
TP63	HGNC:15979
TP73	HGNC:12003
TP73-AS1	HGNC:29052
TP73-AS2	HGNC:40591
TP73-AS3	HGNC:40590
TPBG	HGNC:12004
TPBGL	HGNC:44159
TPBGL-AS1	HGNC:55506
TPCN1	HGNC:18182
TPCN2	HGNC:20820
TPD52	HGNC:12005
TPD52L1	HGNC:12006
TPD52L2	HGNC:12007
TPD52L3	HGNC:23382
TPGS1	HGNC:25058
TPGS2	HGNC:24561
TPH1	HGNC:12008
TPH2	HGNC:20692
TPI1	HGNC:12009
TPI1P1	HGNC:35449
TPI1P2	HGNC:38069
TPI1P3	HGNC:38070
TPI1P4	HGNC:38071
TPK1	HGNC:17358
TPM1	HGNC:12010
TPM1-AS	HGNC:53635
TPM2	HGNC:12011
TPM2P1	HGNC:55137
TPM3	HGNC:12012
TPM3P1	HGNC:16350
TPM3P2	HGNC:16556
TPM3P3	HGNC:39166
TPM3P4	HGNC:39167
TPM3P5	HGNC:39168
TPM3P6	HGNC:39169
TPM3P7	HGNC:39170
TPM3P8	HGNC:39171
TPM3P9	HGNC:44142
TPM4	HGNC:12013
TPM4P1	HGNC:45234
TPM4P2	HGNC:56401
TPM4P3	HGNC:56402
TPMT	HGNC:12014
TPMTP1	HGNC:17490
TPMTP2	HGNC:44565
TPMTP3	HGNC:44566
TPMTP4	HGNC:44567
TPO	HGNC:12015
TPP1	HGNC:2073
TPP2	HGNC:12016
TPPP	HGNC:24164
TPPP2	HGNC:19293
TPPP3	HGNC:24162
TPR	HGNC:12017
TPRA1	HGNC:30413
TPRG1	HGNC:24759
TPRG1-AS1	HGNC:42391
TPRG1-AS2	HGNC:41062
TPRG1L	HGNC:27007
TPRG1LP1	HGNC:52353
TPRKB	HGNC:24259
TPRKBP1	HGNC:44943
TPRKBP2	HGNC:44944
TPRN	HGNC:26894
TPRX1	HGNC:32174
TPRX1P1	HGNC:32176
TPRX2	HGNC:32175
TPRXL	HGNC:32178
TPSAB1	HGNC:12019
TPSB2	HGNC:14120
TPSD1	HGNC:14118
TPSG1	HGNC:14134
TPSP1	HGNC:14182
TPSP2	HGNC:14136
TPST1	HGNC:12020
TPST2	HGNC:12021
TPST2P1	HGNC:44425
TPT1	HGNC:12022
TPT1-AS1	HGNC:43686
TPT1P1	HGNC:16742
TPT1P2	HGNC:49294
TPT1P3	HGNC:49295
TPT1P4	HGNC:49298
TPT1P5	HGNC:49296
TPT1P6	HGNC:49297
TPT1P7	HGNC:49300
TPT1P8	HGNC:24088
TPT1P9	HGNC:49299
TPT1P10	HGNC:49301
TPT1P11	HGNC:49302
TPT1P12	HGNC:49303
TPT1P13	HGNC:49304
TPT1P14	HGNC:49305
TPT1P15	HGNC:55881
TPTE	HGNC:12023
TPTE2	HGNC:17299
TPTE2P1	HGNC:35196
TPTE2P2	HGNC:38076
TPTE2P3	HGNC:27345
TPTE2P4	HGNC:38077
TPTE2P5	HGNC:42356
TPTE2P6	HGNC:42644
TPTE2P7	HGNC:56459
TPTEP1	HGNC:43648
TPTEP2	HGNC:53828
TPTEP2-CSNK1E	HGNC:53829
TPX2	HGNC:1249
TRA	HGNC:12027
TRA-AGC1-1	HGNC:34914
TRA-AGC2-1	HGNC:34654
TRA-AGC2-2	HGNC:34861
TRA-AGC3-1	HGNC:34865
TRA-AGC4-1	HGNC:34605
TRA-AGC5-1	HGNC:34606
TRA-AGC6-1	HGNC:34601
TRA-AGC7-1	HGNC:34653
TRA-AGC8-1	HGNC:33254
TRA-AGC8-2	HGNC:34966
TRA-AGC9-1	HGNC:34718
TRA-AGC9-2	HGNC:34992
TRA-AGC10-1	HGNC:34690
TRA-AGC11-1	HGNC:33253
TRA-AGC12-1	HGNC:34937
TRA-AGC12-2	HGNC:34894
TRA-AGC12-3	HGNC:34667
TRA-AGC13-1	HGNC:34980
TRA-AGC13-2	HGNC:34619
TRA-AGC13-3	HGNC:54208
TRA-AGC14-1	HGNC:34926
TRA-AGC14-2	HGNC:54706
TRA-AGC15-1	HGNC:34679
TRA-AGC16-1	HGNC:34879
TRA-AGC17-1	HGNC:34921
TRA-AGC18-1	HGNC:34909
TRA-AGC18-2	HGNC:34775
TRA-AGC19-1	HGNC:34809
TRA-AGC20-1	HGNC:34678
TRA-AGC21-1	HGNC:34755
TRA-AGC22-1	HGNC:35004
TRA-AGC23-1	HGNC:35040
TRA-AGC24-1	HGNC:54707
TRA-CGC1-1	HGNC:34875
TRA-CGC2-1	HGNC:34969
TRA-CGC3-1	HGNC:34580
TRA-CGC4-1	HGNC:34592
TRA-CGC5-1	HGNC:34963
TRA-TGC1-1	HGNC:34711
TRA-TGC2-1	HGNC:34676
TRA-TGC3-1	HGNC:34846
TRA-TGC3-2	HGNC:34795
TRA-TGC4-1	HGNC:34907
TRA-TGC5-1	HGNC:34625
TRA-TGC6-1	HGNC:34642
TRA-TGC7-1	HGNC:12098
TRA-TGC8-1	HGNC:34819
TRA-TGC9-1	HGNC:35106
TRA-TGC10-1	HGNC:35041
TRA2A	HGNC:16645
TRA2B	HGNC:10781
TRABD	HGNC:28805
TRABD-AS1	HGNC:56049
TRABD2A	HGNC:27013
TRABD2B	HGNC:44200
TRAC	HGNC:12029
TRADD	HGNC:12030
TRAF1	HGNC:12031
TRAF2	HGNC:12032
TRAF3	HGNC:12033
TRAF3IP1	HGNC:17861
TRAF3IP2	HGNC:1343
TRAF3IP2-AS1	HGNC:40005
TRAF3IP3	HGNC:30766
TRAF4	HGNC:12034
TRAF5	HGNC:12035
TRAF6	HGNC:12036
TRAF6P1	HGNC:45032
TRAF7	HGNC:20456
TRAFD1	HGNC:24808
TRAIP	HGNC:30764
TRAJ1	HGNC:12037
TRAJ2	HGNC:12048
TRAJ3	HGNC:12059
TRAJ4	HGNC:12070
TRAJ5	HGNC:12081
TRAJ6	HGNC:12092
TRAJ7	HGNC:12095
TRAJ8	HGNC:12096
TRAJ9	HGNC:12097
TRAJ10	HGNC:12038
TRAJ11	HGNC:12039
TRAJ12	HGNC:12040
TRAJ13	HGNC:12041
TRAJ14	HGNC:12042
TRAJ15	HGNC:12043
TRAJ16	HGNC:12044
TRAJ17	HGNC:12045
TRAJ18	HGNC:12046
TRAJ19	HGNC:12047
TRAJ20	HGNC:12049
TRAJ21	HGNC:12050
TRAJ22	HGNC:12051
TRAJ23	HGNC:12052
TRAJ24	HGNC:12053
TRAJ25	HGNC:12054
TRAJ26	HGNC:12055
TRAJ27	HGNC:12056
TRAJ28	HGNC:12057
TRAJ29	HGNC:12058
TRAJ30	HGNC:12060
TRAJ31	HGNC:12061
TRAJ32	HGNC:12062
TRAJ33	HGNC:12063
TRAJ34	HGNC:12064
TRAJ35	HGNC:12065
TRAJ36	HGNC:12066
TRAJ37	HGNC:12067
TRAJ38	HGNC:12068
TRAJ39	HGNC:12069
TRAJ40	HGNC:12071
TRAJ41	HGNC:12072
TRAJ42	HGNC:12073
TRAJ43	HGNC:12074
TRAJ44	HGNC:12075
TRAJ45	HGNC:12076
TRAJ46	HGNC:12077
TRAJ47	HGNC:12078
TRAJ48	HGNC:12079
TRAJ49	HGNC:12080
TRAJ50	HGNC:12082
TRAJ51	HGNC:12083
TRAJ52	HGNC:12084
TRAJ53	HGNC:12085
TRAJ54	HGNC:12086
TRAJ55	HGNC:12087
TRAJ56	HGNC:12088
TRAJ57	HGNC:12089
TRAJ58	HGNC:12090
TRAJ59	HGNC:12091
TRAJ60	HGNC:12093
TRAJ61	HGNC:12094
TRAK1	HGNC:29947
TRAK2	HGNC:13206
TRAM1	HGNC:20568
TRAM1L1	HGNC:28371
TRAM2	HGNC:16855
TRAM2-AS1	HGNC:48663
TRANK1	HGNC:29011
TRAP1	HGNC:16264
