value	HGNC ID
ERVW-8	HGNC:49247
ERVW-9	HGNC:49248
ERVW-10	HGNC:49249
ERVW-11	HGNC:49250
ERVW-12	HGNC:49251
ERVW-13	HGNC:49252
ERVW-14	HGNC:49253
ERVW-15	HGNC:49254
ERVW-16	HGNC:49255
ERVW-17	HGNC:49256
ERVW-18	HGNC:49306
ERVW-19	HGNC:49307
ERVW-20	HGNC:49308
ERVW-21	HGNC:49309
ERVW-22	HGNC:49310
ERVW-23	HGNC:49311
ERVW-24	HGNC:49312
ERVW-25	HGNC:49313
ERVW-26	HGNC:49314
ERVW-27	HGNC:49315
ERVW-28	HGNC:49316
ERVW-29	HGNC:49378
ESA4	HGNC:3462
ESAM	HGNC:17474
ESAM-AS1	HGNC:55558
ESAT	HGNC:3463
ESB3	HGNC:3464
ESCO1	HGNC:24645
ESCO2	HGNC:27230
ESD	HGNC:3465
ESF1	HGNC:15898
ESM1	HGNC:3466
ESPL1	HGNC:16856
ESPN	HGNC:13281
ESPNL	HGNC:27937
ESPNP	HGNC:23285
ESR1	HGNC:3467
ESR2	HGNC:3468
ESRG	HGNC:39079
ESRP1	HGNC:25966
ESRP2	HGNC:26152
ESRRA	HGNC:3471
ESRRAP1	HGNC:3472
ESRRAP2	HGNC:24647
ESRRB	HGNC:3473
ESRRG	HGNC:3474
ESS2	HGNC:16817
ESX1	HGNC:14865
ESYT1	HGNC:29534
ESYT2	HGNC:22211
ESYT3	HGNC:24295
ETAA1	HGNC:24648
ETDA	HGNC:53449
ETDB	HGNC:44269
ETDC	HGNC:53450
ETF1	HGNC:3477
ETF1P1	HGNC:3478
ETF1P2	HGNC:3479
ETF1P3	HGNC:3480
ETFA	HGNC:3481
ETFB	HGNC:3482
ETFBKMT	HGNC:28739
ETFDH	HGNC:3483
ETFRF1	HGNC:27052
ETHE1	HGNC:23287
ETNK1	HGNC:24649
ETNK1-DT	HGNC:55486
ETNK2	HGNC:25575
ETNPPL	HGNC:14404
ETS1	HGNC:3488
ETS1-AS1	HGNC:53932
ETS2	HGNC:3489
ETS2P1	HGNC:55136
ETV1	HGNC:3490
ETV2	HGNC:3491
ETV3	HGNC:3492
ETV3L	HGNC:33834
ETV4	HGNC:3493
ETV5	HGNC:3494
ETV5-AS1	HGNC:40222
ETV6	HGNC:3495
ETV7	HGNC:18160
ETV7-AS1	HGNC:40833
EVA1A	HGNC:25816
EVA1A-AS	HGNC:55283
EVA1B	HGNC:25558
EVA1C	HGNC:13239
EVA1CP1	HGNC:55735
EVA1CP2	HGNC:55736
EVA1CP3	HGNC:55737
EVA1CP4	HGNC:55738
EVA1CP5	HGNC:55739
EVA1CP6	HGNC:55740
EVC	HGNC:3497
EVC2	HGNC:19747
EVI2A	HGNC:3499
EVI2B	HGNC:3500
EVI5	HGNC:3501
EVI5L	HGNC:30464
EVL	HGNC:20234
EVPL	HGNC:3503
EVPLL	HGNC:35236
EVX1	HGNC:3506
EVX1-AS	HGNC:40223
EVX2	HGNC:3507
EWSAT1	HGNC:26596
EWSR1	HGNC:3508
EXD1	HGNC:28507
EXD2	HGNC:20217
EXD3	HGNC:26023
EXO1	HGNC:3511
EXO5	HGNC:26115
EXO5-DT	HGNC:55647
EXOC1	HGNC:30380
EXOC1L	HGNC:53433
EXOC2	HGNC:24968
EXOC3	HGNC:30378
EXOC3-AS1	HGNC:25175
EXOC3L1	HGNC:27540
EXOC3L2	HGNC:30162
EXOC3L4	HGNC:20120
EXOC4	HGNC:30389
EXOC5	HGNC:10696
EXOC5P1	HGNC:43870
EXOC6	HGNC:23196
EXOC6B	HGNC:17085
EXOC7	HGNC:23214
EXOC7P1	HGNC:43871
EXOC8	HGNC:24659
EXOG	HGNC:3347
EXOGP1	HGNC:44547
EXOSC1	HGNC:17286
EXOSC2	HGNC:17097
EXOSC3	HGNC:17944
EXOSC3P1	HGNC:33989
EXOSC3P2	HGNC:33990
EXOSC4	HGNC:18189
EXOSC5	HGNC:24662
EXOSC6	HGNC:19055
EXOSC7	HGNC:28112
EXOSC8	HGNC:17035
EXOSC9	HGNC:9137
EXOSC10	HGNC:9138
EXOSC10-AS1	HGNC:40456
EXPH5	HGNC:30578
EXT1	HGNC:3512
EXT2	HGNC:3513
EXTL1	HGNC:3515
EXTL2	HGNC:3516
EXTL2P1	HGNC:3517
EXTL3	HGNC:3518
EXTL3-AS1	HGNC:27985
EYA1	HGNC:3519
EYA2	HGNC:3520
EYA2-AS1	HGNC:56333
EYA3	HGNC:3521
EYA4	HGNC:3522
EYS	HGNC:21555
EZH1	HGNC:3526
EZH2	HGNC:3527
EZH2P1	HGNC:39918
EZHIP	HGNC:33738
EZR	HGNC:12691
EZR-AS1	HGNC:40609
EZRP1	HGNC:56464
F2	HGNC:3535
F2R	HGNC:3537
F2RL1	HGNC:3538
F2RL2	HGNC:3539
F2RL3	HGNC:3540
F3	HGNC:3541
F5	HGNC:3542
F7	HGNC:3544
F7R	HGNC:3545
F8	HGNC:3546
F8A1	HGNC:3547
F8A2	HGNC:31849
F8A3	HGNC:31850
F9	HGNC:3551
F10	HGNC:3528
F10-AS1	HGNC:40225
F11	HGNC:3529
F11-AS1	HGNC:27725
F11R	HGNC:14685
F12	HGNC:3530
F13A1	HGNC:3531
F13B	HGNC:3534
FA2H	HGNC:21197
FAAH	HGNC:3553
FAAH2	HGNC:26440
FAAHP1	HGNC:50679
FAAP20	HGNC:26428
FAAP24	HGNC:28467
FAAP100	HGNC:26171
FABP1	HGNC:3555
FABP2	HGNC:3556
FABP3	HGNC:3557
FABP3P2	HGNC:3558
FABP4	HGNC:3559
FABP5	HGNC:3560
FABP5P1	HGNC:31059
FABP5P2	HGNC:31060
FABP5P3	HGNC:22573
FABP5P4	HGNC:31061
FABP5P5	HGNC:31068
FABP5P6	HGNC:31069
FABP5P7	HGNC:31070
FABP5P8	HGNC:31063
FABP5P9	HGNC:31064
FABP5P10	HGNC:31066
FABP5P11	HGNC:19328
FABP5P12	HGNC:31067
FABP5P13	HGNC:38717
FABP5P14	HGNC:31065
FABP5P15	HGNC:31071
FABP6	HGNC:3561
FABP6-AS1	HGNC:40226
FABP7	HGNC:3562
FABP7P1	HGNC:41951
FABP7P2	HGNC:41952
FABP9	HGNC:3563
FABP12	HGNC:34524
FABP12P1	HGNC:45176
FADD	HGNC:3573
FADS1	HGNC:3574
FADS2	HGNC:3575
FADS2B	HGNC:43618
FADS3	HGNC:3576
FADS6	HGNC:30459
FAF1	HGNC:3578
FAF1-AS1	HGNC:40228
FAF2	HGNC:24666
FAF2P1	HGNC:45172
FAH	HGNC:3579
FAHD1	HGNC:14169
FAHD2A	HGNC:24252
FAHD2B	HGNC:25318
FAHD2CP	HGNC:44135
FAHD2P1	HGNC:32441
FAIM	HGNC:18703
FAIM2	HGNC:17067
FALEC	HGNC:43713
FAM3A	HGNC:13749
FAM3B	HGNC:1253
FAM3C	HGNC:18664
FAM3C2P	HGNC:34501
FAM3D	HGNC:18665
FAM3D-AS1	HGNC:41276
FAM8A1	HGNC:16372
FAM8A2P	HGNC:16373
FAM8A3P	HGNC:16374
FAM8A4P	HGNC:16375
FAM8A5P	HGNC:16376
FAM8A6P	HGNC:16377
FAM8A7P	HGNC:23868
FAM8A9P	HGNC:23870
FAM8A10P	HGNC:23871
FAM9A	HGNC:18403
FAM9B	HGNC:18404
FAM9C	HGNC:18405
FAM9CP1	HGNC:55923
FAM13A	HGNC:19367
FAM13A-AS1	HGNC:19370
FAM13B	HGNC:1335
FAM13B-AS1	HGNC:55597
FAM13C	HGNC:19371
FAM20A	HGNC:23015
FAM20B	HGNC:23017
FAM20BP1	HGNC:56575
FAM20C	HGNC:22140
FAM21EP	HGNC:45010
FAM21FP	HGNC:45011
FAM24A	HGNC:23470
FAM24B	HGNC:23475
FAM25A	HGNC:23436
FAM25BP	HGNC:23584
FAM25C	HGNC:23586
FAM25EP	HGNC:23587
FAM25G	HGNC:23590
FAM27B	HGNC:23667
FAM27C	HGNC:23668
FAM27D1	HGNC:32015
FAM27E2	HGNC:32013
FAM27E3	HGNC:28655
FAM27E4	HGNC:44415
FAM27E5	HGNC:32410
FAM30A	HGNC:19955
FAM30B	HGNC:31023
FAM30C	HGNC:31024
FAM32A	HGNC:24563
FAM32BP	HGNC:30945
FAM32CP	HGNC:34239
FAM32DP	HGNC:34240
FAM32EP	HGNC:34241
FAM41AY1	HGNC:23955
FAM41AY2	HGNC:37135
FAM41C	HGNC:27635
FAM43A	HGNC:26888
FAM43B	HGNC:31791
FAM47A	HGNC:29962
FAM47B	HGNC:26659
FAM47C	HGNC:25301
FAM47DP	HGNC:34342
FAM47E	HGNC:34343
FAM47E-STBD1	HGNC:44667
FAM50A	HGNC:18786
FAM50B	HGNC:18789
FAM53A	HGNC:31860
FAM53B	HGNC:28968
FAM53B-AS1	HGNC:49499
FAM53C	HGNC:1336
FAM66A	HGNC:30444
FAM66B	HGNC:28890
FAM66C	HGNC:21644
FAM66D	HGNC:24159
FAM66E	HGNC:18735
FAM72A	HGNC:24044
FAM72B	HGNC:24805
FAM72C	HGNC:30602
FAM72D	HGNC:33593
FAM74A1	HGNC:32029
FAM74A3	HGNC:32031
FAM74A4	HGNC:32032
FAM74A6	HGNC:34036
FAM74A7	HGNC:34037
FAM76A	HGNC:28530
FAM76AP1	HGNC:56528
FAM76B	HGNC:28492
FAM78A	HGNC:25465
FAM78B	HGNC:13495
FAM78B-AS1	HGNC:40639
FAM81A	HGNC:28379
FAM81B	HGNC:26335
FAM83A	HGNC:28210
FAM83A-AS1	HGNC:48658
FAM83A-AS2	HGNC:56225
FAM83B	HGNC:21357
FAM83C	HGNC:16121
FAM83C-AS1	HGNC:16113
FAM83D	HGNC:16122
FAM83E	HGNC:25972
FAM83F	HGNC:25148
FAM83G	HGNC:32554
FAM83H	HGNC:24797
FAM85A	HGNC:17606
FAM85B	HGNC:32160
FAM86B1	HGNC:28268
FAM86B2	HGNC:32222
FAM86B2-DT	HGNC:48726
FAM86B3P	HGNC:44371
FAM86C1P	HGNC:25561
FAM86C2P	HGNC:42392
FAM86DP	HGNC:32659
FAM86EP	HGNC:28017
FAM86FP	HGNC:42357
FAM86GP	HGNC:42358
FAM86HP	HGNC:42359
FAM86JP	HGNC:44097
FAM86KP	HGNC:44098
FAM86LP	HGNC:44099
FAM86MP	HGNC:44100
FAM87A	HGNC:27233
FAM87B	HGNC:32236
FAM88B	HGNC:31457
FAM88C	HGNC:56159
FAM88D	HGNC:56160
FAM88E	HGNC:56161
FAM88F	HGNC:56162
FAM89A	HGNC:25057
FAM89B	HGNC:16708
FAM90A1	HGNC:25526
FAM90A2P	HGNC:32250
FAM90A3P	HGNC:32251
FAM90A4P	HGNC:32252
FAM90A5P	HGNC:32253
FAM90A6P	HGNC:32254
FAM90A7	HGNC:32255
FAM90A8	HGNC:32256
FAM90A9	HGNC:32257
FAM90A10	HGNC:32258
FAM90A11P	HGNC:32259
FAM90A12P	HGNC:32260
FAM90A13P	HGNC:32261
FAM90A14	HGNC:32262
FAM90A15P	HGNC:32263
FAM90A16	HGNC:32264
FAM90A17	HGNC:32265
FAM90A18	HGNC:32266
FAM90A19	HGNC:32267
FAM90A20P	HGNC:32268
FAM90A21P	HGNC:32269
FAM90A22	HGNC:32270
FAM90A23	HGNC:32271
FAM90A24P	HGNC:32272
FAM90A25P	HGNC:32246
FAM90A26	HGNC:43746
FAM90A27P	HGNC:43617
FAM90A28P	HGNC:43747
FAM91A1	HGNC:26306
FAM91A2P	HGNC:51523
FAM91A3P	HGNC:32273
FAM91A4P	HGNC:51524
FAM95A	HGNC:28069
FAM95B1	HGNC:32318
FAM95C	HGNC:45272
FAM98A	HGNC:24520
FAM98B	HGNC:26773
FAM98C	HGNC:27119
FAM99A	HGNC:32368
FAM99B	HGNC:32369
FAM104A	HGNC:25918
FAM104B	HGNC:25085
FAM106A	HGNC:25682
FAM106B	HGNC:32450
FAM106C	HGNC:38396
FAM106DP	HGNC:38397
FAM107A	HGNC:30827
FAM107B	HGNC:23726
FAM110A	HGNC:16188
FAM110B	HGNC:28587
FAM110C	HGNC:33340
FAM110D	HGNC:25860
FAM111A	HGNC:24725
FAM111A-DT	HGNC:53752
FAM111B	HGNC:24200
FAM114A1	HGNC:25087
FAM114A2	HGNC:1333
FAM117A	HGNC:24179
FAM117B	HGNC:14440
FAM118A	HGNC:1313
FAM118B	HGNC:26110
FAM120A	HGNC:13247
FAM120A2P	HGNC:31116
FAM120AOS	HGNC:23389
FAM120B	HGNC:21109
FAM120C	HGNC:16949
FAM124A	HGNC:26413
FAM124B	HGNC:26224
FAM131A	HGNC:28308
FAM131B	HGNC:22202
FAM131B-AS1	HGNC:55208
FAM131B-AS2	HGNC:56141
FAM131C	HGNC:26717
FAM131C2P	HGNC:56213
FAM133A	HGNC:26748
FAM133B	HGNC:28629
FAM133CP	HGNC:44190
FAM133DP	HGNC:44192
FAM133EP	HGNC:54729
FAM133FP	HGNC:54730
FAM133GP	HGNC:54731
FAM135A	HGNC:21084
FAM135A-AS1	HGNC:40955
FAM135B	HGNC:28029
FAM136A	HGNC:25911
FAM136BP	HGNC:21110
FAM136CP	HGNC:55496
FAM136DP	HGNC:55497
FAM136EP	HGNC:55498
FAM136FP	HGNC:55499
FAM136GP	HGNC:55500
FAM138A	HGNC:32334
FAM138B	HGNC:33582
FAM138C	HGNC:32333
FAM138D	HGNC:33583
FAM138E	HGNC:32335
FAM138F	HGNC:33581
FAM149A	HGNC:24527
FAM149B1	HGNC:29162
FAM149B1P1	HGNC:31735
FAM151A	HGNC:25032
FAM151AP1	HGNC:56626
FAM151B	HGNC:33716
FAM151B-DT	HGNC:55578
FAM153A	HGNC:29940
FAM153B	HGNC:27323
FAM153CP	HGNC:33936
FAM153DP	HGNC:55022
FAM156A	HGNC:30114
FAM156B	HGNC:31962
FAM157A	HGNC:34079
FAM157B	HGNC:34080
FAM157C	HGNC:34081
FAM157D	HGNC:56252
FAM161A	HGNC:25808
FAM161B	HGNC:19854
FAM162A	HGNC:17865
FAM162B	HGNC:21549
FAM163A	HGNC:28274
FAM163B	HGNC:33277
FAM166A	HGNC:33818
FAM166B	HGNC:34242
FAM166C	HGNC:27938
FAM167A	HGNC:15549
FAM167A-AS1	HGNC:15548
FAM167B	HGNC:28133
FAM168A	HGNC:28999
FAM168B	HGNC:27016
FAM169A	HGNC:29138
FAM169A-AS1	HGNC:56226
FAM169BP	HGNC:26835
FAM170A	HGNC:27963
FAM170B	HGNC:19736
FAM170B-AS1	HGNC:45006
FAM171A1	HGNC:23522
FAM171A2	HGNC:30480
FAM171B	HGNC:29412
FAM172A	HGNC:25365
FAM172BP	HGNC:34336
FAM174A	HGNC:24943
FAM174A-DT	HGNC:55584
FAM174B	HGNC:34339
FAM174C	HGNC:26073
FAM177A1	HGNC:19829
FAM177A1P1	HGNC:34441
FAM177B	HGNC:34395
FAM178B	HGNC:28036
FAM180A	HGNC:33773
FAM180B	HGNC:34451
FAM181A	HGNC:20491
FAM181A-AS1	HGNC:20133
FAM181B	HGNC:28512
FAM182A	HGNC:16222
FAM182B	HGNC:34503
FAM183BP	HGNC:34511
FAM183DP	HGNC:51331
FAM183EP	HGNC:51332
FAM184A	HGNC:20991
FAM184B	HGNC:29235
FAM185A	HGNC:22412
FAM185BP	HGNC:21813
FAM186A	HGNC:26980
FAM186B	HGNC:25296
FAM187A	HGNC:35153
FAM187B	HGNC:26366
FAM187B2P	HGNC:49213
FAM192BP	HGNC:37194
FAM193A	HGNC:16822
FAM193B	HGNC:25524
FAM193B-DT	HGNC:55212
FAM197Y1	HGNC:37464
FAM197Y2	HGNC:18848
FAM197Y3	HGNC:37465
FAM197Y4	HGNC:37466
FAM197Y5	HGNC:37467
FAM197Y6	HGNC:37468
FAM197Y7	HGNC:37469
FAM197Y8	HGNC:37470
FAM197Y9	HGNC:37477
FAM197Y10	HGNC:37627
FAM199X	HGNC:25195
FAM199YP	HGNC:23951
FAM200A	HGNC:25401
FAM200B	HGNC:27740
FAM200C	HGNC:30804
FAM201A	HGNC:27239
FAM201B	HGNC:27933
FAM204A	HGNC:25794
FAM204BP	HGNC:42011
FAM204CP	HGNC:42012
FAM204DP	HGNC:42013
FAM205A	HGNC:41911
FAM205BP	HGNC:24504
FAM205C	HGNC:42673
FAM207BP	HGNC:39715
FAM207CP	HGNC:42676
FAM209A	HGNC:16100
FAM209B	HGNC:16101
FAM210A	HGNC:28346
FAM210B	HGNC:16102
FAM210CP	HGNC:44938
FAM215A	HGNC:17505
FAM215B	HGNC:43639
FAM216A	HGNC:30180
FAM216B	HGNC:26883
FAM217A	HGNC:21362
FAM217AP1	HGNC:49613
FAM217B	HGNC:16170
FAM218A	HGNC:26466
FAM218BP	HGNC:43779
FAM219A	HGNC:19920
FAM219B	HGNC:24695
FAM220A	HGNC:22422
FAM220BP	HGNC:23678
FAM220CP	HGNC:43640
FAM221A	HGNC:27977
FAM221B	HGNC:30762
FAM222A	HGNC:25915
FAM222A-AS1	HGNC:28223
FAM222B	HGNC:25563
FAM223A	HGNC:30612
FAM223B	HGNC:34048
FAM224A	HGNC:37736
FAM224B	HGNC:37737
FAM225A	HGNC:27855
FAM225B	HGNC:21865
FAM226A	HGNC:28544
FAM226B	HGNC:31964
FAM227A	HGNC:44197
FAM227B	HGNC:26543
FAM228A	HGNC:34418
FAM228B	HGNC:24736
FAM229A	HGNC:44652
FAM229B	HGNC:33858
FAM230A	HGNC:45045
FAM230B	HGNC:32943
FAM230C	HGNC:24482
FAM230D	HGNC:53910
FAM230E	HGNC:52450
FAM230F	HGNC:52451
FAM230G	HGNC:52423
FAM230H	HGNC:53977
FAM230I	HGNC:52446
FAM230J	HGNC:52448
FAM234A	HGNC:14163
FAM234B	HGNC:29288
FAM236A	HGNC:44268
FAM236B	HGNC:52640
FAM236C	HGNC:52641
FAM236D	HGNC:52642
FAM237A	HGNC:52388
FAM237B	HGNC:53217
FAM238A	HGNC:17776
FAM238B	HGNC:44917
FAM238C	HGNC:24672
FAM239A	HGNC:53414
FAM239B	HGNC:53415
FAM239C	HGNC:53416
FAM240A	HGNC:52390
FAM240B	HGNC:53430
FAM240C	HGNC:54200
FAM241A	HGNC:26813
FAM241B	HGNC:23519
FAM242A	HGNC:51597
FAM242B	HGNC:53872
FAM242C	HGNC:53873
FAM242D	HGNC:53874
FAM242E	HGNC:53875
FAM242F	HGNC:53876
FAM245A	HGNC:45163
FAM245B	HGNC:54133
FAM246A	HGNC:54844
FAM246B	HGNC:54843
FAM246C	HGNC:54842
FAM247A	HGNC:54926
FAM247B	HGNC:54927
FAM247C	HGNC:54928
FAM247D	HGNC:54929
FAN1	HGNC:29170
FANCA	HGNC:3582
FANCB	HGNC:3583
FANCC	HGNC:3584
FANCD2	HGNC:3585
FANCD2OS	HGNC:28623
FANCD2P1	HGNC:44487
FANCD2P2	HGNC:44488
FANCE	HGNC:3586
FANCF	HGNC:3587
FANCG	HGNC:3588
FANCI	HGNC:25568
FANCL	HGNC:20748
FANCM	HGNC:23168
FANK1	HGNC:23527
FANK1-AS1	HGNC:43915
FAP	HGNC:3590
FAR1	HGNC:26222
FAR1-IT1	HGNC:41485
FAR1P1	HGNC:39675
FAR2	HGNC:25531
FAR2P1	HGNC:49284
FAR2P2	HGNC:49279
FAR2P3	HGNC:49285
FAR2P4	HGNC:49286
FARP1	HGNC:3591
FARP1-AS1	HGNC:40229
FARP2	HGNC:16460
FARS2	HGNC:21062
FARS2-AS1	HGNC:56121
FARSA	HGNC:3592
FARSA-AS1	HGNC:50479
FARSB	HGNC:17800
FARSBP1	HGNC:45115
FAS	HGNC:11920
FAS-AS1	HGNC:37128
FASLG	HGNC:11936
FASN	HGNC:3594
FASTK	HGNC:24676
FASTKD1	HGNC:26150
FASTKD2	HGNC:29160
FASTKD3	HGNC:28758
FASTKD5	HGNC:25790
FAT1	HGNC:3595
FAT1P1	HGNC:16582
FAT2	HGNC:3596
FAT3	HGNC:23112
FAT4	HGNC:23109
FATE1	HGNC:24683
FAU	HGNC:3597
FAUP1	HGNC:17984
FAUP2	HGNC:36535
FAUP3	HGNC:36970
FAUP4	HGNC:56253
FAXC	HGNC:20742
FAXDC2	HGNC:1334
FBF1	HGNC:24674
FBH1	HGNC:13620
FBL	HGNC:3599
FBLIM1	HGNC:24686
FBLIM1P1	HGNC:55107
FBLIM1P2	HGNC:55108
FBLL1	HGNC:35458
FBLN1	HGNC:3600
FBLN2	HGNC:3601
FBLN5	HGNC:3602
FBLN7	HGNC:26740
FBN1	HGNC:3603
FBN1-DT	HGNC:55413
FBN2	HGNC:3604
FBN3	HGNC:18794
FBP1	HGNC:3606
FBP2	HGNC:3607
FBP2P1	HGNC:49924
FBRS	HGNC:20442
FBRSL1	HGNC:29308
FBRSL1P1	HGNC:56500
FBXL2	HGNC:13598
FBXL3	HGNC:13599
FBXL4	HGNC:13601
FBXL5	HGNC:13602
FBXL6	HGNC:13603
FBXL7	HGNC:13604
FBXL8	HGNC:17875
FBXL9P	HGNC:13605
FBXL12	HGNC:13611
FBXL12P1	HGNC:54776
FBXL13	HGNC:21658
FBXL14	HGNC:28624
FBXL15	HGNC:28155
FBXL16	HGNC:14150
FBXL17	HGNC:13615
FBXL18	HGNC:21874
FBXL19	HGNC:25300
FBXL19-AS1	HGNC:27557
FBXL20	HGNC:24679
FBXL21P	HGNC:13600
FBXL22	HGNC:27537
FBXO2	HGNC:13581
FBXO3	HGNC:13582
FBXO3-DT	HGNC:51147
FBXO4	HGNC:13583
FBXO5	HGNC:13584
FBXO6	HGNC:13585
FBXO7	HGNC:13586
FBXO8	HGNC:13587
FBXO9	HGNC:13588
FBXO10	HGNC:13589
FBXO11	HGNC:13590
FBXO15	HGNC:13617
FBXO16	HGNC:13618
FBXO17	HGNC:18754
FBXO21	HGNC:13592
FBXO22	HGNC:13593
FBXO24	HGNC:13595
FBXO25	HGNC:13596
FBXO27	HGNC:18753
FBXO28	HGNC:29046
FBXO30	HGNC:15600
FBXO31	HGNC:16510
FBXO32	HGNC:16731
FBXO33	HGNC:19833
FBXO34	HGNC:20201
FBXO34-AS1	HGNC:55450
FBXO36	HGNC:27020
FBXO36-IT1	HGNC:41489
FBXO36P1	HGNC:50363
FBXO38	HGNC:28844
FBXO38-DT	HGNC:55589
FBXO39	HGNC:28565
FBXO40	HGNC:29816
FBXO41	HGNC:29409
FBXO42	HGNC:29249
FBXO43	HGNC:28521
FBXO44	HGNC:24847
FBXO45	HGNC:29148
FBXO46	HGNC:25069
FBXO47	HGNC:31969
FBXO48	HGNC:33857
FBXW2	HGNC:13608
FBXW4	HGNC:10847
FBXW4P1	HGNC:13609
FBXW5	HGNC:13613
FBXW7	HGNC:16712
FBXW7-AS1	HGNC:52397
FBXW8	HGNC:13597
FBXW9	HGNC:28136
FBXW10	HGNC:1211
FBXW10B	HGNC:14379
FBXW11	HGNC:13607
FBXW11P1	HGNC:1145
FBXW12	HGNC:20729
FCAMR	HGNC:24692
FCAR	HGNC:3608
FCER1A	HGNC:3609
FCER1G	HGNC:3611
FCER2	HGNC:3612
FCF1	HGNC:20220
FCF1P1	HGNC:44613
FCF1P2	HGNC:44614
FCF1P3	HGNC:44615
FCF1P4	HGNC:44616
FCF1P5	HGNC:44617
FCF1P6	HGNC:44618
FCF1P7	HGNC:44619
FCF1P8	HGNC:44620
FCF1P9	HGNC:44621
FCF1P10	HGNC:44622
FCF1P11	HGNC:44623
FCGBP	HGNC:13572
FCGR1A	HGNC:3613
FCGR1BP	HGNC:3614
FCGR1CP	HGNC:3615
FCGR2A	HGNC:3616
FCGR2B	HGNC:3618
FCGR2C	HGNC:15626
FCGR3A	HGNC:3619
FCGR3B	HGNC:3620
FCGRT	HGNC:3621
FCHO1	HGNC:29002
FCHO2	HGNC:25180
FCHO2-DT	HGNC:55232
FCHSD1	HGNC:25463
FCHSD2	HGNC:29114
FCMR	HGNC:14315
FCN1	HGNC:3623
FCN2	HGNC:3624
FCN3	HGNC:3625
FCRL1	HGNC:18509
FCRL2	HGNC:14875
FCRL3	HGNC:18506
FCRL4	HGNC:18507
FCRL4P1	HGNC:56400
FCRL5	HGNC:18508
FCRL6	HGNC:31910
FCRL6P1	HGNC:49448
FCRLA	HGNC:18504
FCRLB	HGNC:26431
FCSK	HGNC:29500
FDCSP	HGNC:19215
FDFT1	HGNC:3629
FDPS	HGNC:3631
FDPSP1	HGNC:3632
FDPSP2	HGNC:3633
FDPSP3	HGNC:3634
FDPSP4	HGNC:3635
FDPSP5	HGNC:3636
FDPSP6	HGNC:3637
FDPSP7	HGNC:33487
FDPSP8	HGNC:39085
FDPSP9	HGNC:39086
FDPSP10	HGNC:39087
FDX1	HGNC:3638
FDX1P1	HGNC:3640
FDX1P2	HGNC:3641
FDX2	HGNC:30546
FDXACB1	HGNC:25110
FDXR	HGNC:3642
FECH	HGNC:3647
FECHP1	HGNC:3648
FEM1A	HGNC:16934
FEM1AP1	HGNC:17219
FEM1AP2	HGNC:39830
FEM1AP3	HGNC:39831
FEM1AP4	HGNC:39832
FEM1B	HGNC:3649
FEM1C	HGNC:16933
FEN1	HGNC:3650
FEN1P1	HGNC:3651
FENDRR	HGNC:43894
FER	HGNC:3655
FER1L4	HGNC:15801
FER1L5	HGNC:19044
FER1L6	HGNC:28065
FER1L6-AS1	HGNC:26652
FER1L6-AS2	HGNC:26534
FERD3L	HGNC:16660
FERMT1	HGNC:15889
FERMT2	HGNC:15767
FERMT3	HGNC:23151
FERP1	HGNC:26443
FES	HGNC:3657
FETUB	HGNC:3658
FEV	HGNC:18562
FEZ1	HGNC:3659
FEZ2	HGNC:3660
FEZF1	HGNC:22788
FEZF1-AS1	HGNC:41001
FEZF2	HGNC:13506
FFAR1	HGNC:4498
FFAR2	HGNC:4501
FFAR3	HGNC:4499
FFAR4	HGNC:19061
FGA	HGNC:3661
FGB	HGNC:3662
FGD1	HGNC:3663
FGD2	HGNC:3664
FGD3	HGNC:16027
FGD4	HGNC:19125
FGD5	HGNC:19117
FGD5-AS1	HGNC:40410
FGD5P1	HGNC:44498
FGD6	HGNC:21740
FGF1	HGNC:3665
FGF2	HGNC:3676
FGF3	HGNC:3681
FGF4	HGNC:3682
FGF5	HGNC:3683
FGF6	HGNC:3684
FGF7	HGNC:3685
FGF7P1	HGNC:21455
FGF7P2	HGNC:17193
FGF7P3	HGNC:26671
FGF7P4	HGNC:33587
FGF7P5	HGNC:33588
FGF7P6	HGNC:27852
FGF7P7	HGNC:33589
FGF7P8	HGNC:34516
FGF8	HGNC:3686
FGF9	HGNC:3687
FGF10	HGNC:3666
FGF10-AS1	HGNC:49382
FGF11	HGNC:3667
FGF12	HGNC:3668
FGF12-AS1	HGNC:40234
FGF12-AS2	HGNC:40235
FGF12-AS3	HGNC:40236
FGF13	HGNC:3670
FGF13-AS1	HGNC:44264
FGF14	HGNC:3671
FGF14-AS1	HGNC:40237
FGF14-AS2	HGNC:44368
FGF14-IT1	HGNC:42774
FGF16	HGNC:3672
FGF17	HGNC:3673
FGF18	HGNC:3674
FGF19	HGNC:3675
FGF20	HGNC:3677
FGF21	HGNC:3678
FGF22	HGNC:3679
FGF23	HGNC:3680
FGFBP1	HGNC:19695
FGFBP2	HGNC:29451
FGFBP3	HGNC:23428
FGFR1	HGNC:3688
FGFR1OP2	HGNC:23098
FGFR1OP2P1	HGNC:39706
FGFR2	HGNC:3689
FGFR3	HGNC:3690
FGFR3P1	HGNC:21664
FGFR3P2	HGNC:37947
FGFR3P3	HGNC:37948
FGFR3P4	HGNC:37949
FGFR3P5	HGNC:37950
FGFR3P6	HGNC:37951
FGFR4	HGNC:3691
FGFRL1	HGNC:3693
FGG	HGNC:3694
FGGY	HGNC:25610
FGGY-DT	HGNC:55265
FGL1	HGNC:3695
